full_name,stargazers_count,forks_count,subscribers_count,open_issues_count,size,network_count,language,has_wiki,has_pages,has_issues,topics_count,age_days,created_at,pushed_at
karpathy/nanochat,53589,7209,349,105,1965,7209,Python,False,False,True,0,216,2025-10-13T13:46:35Z,2026-05-05T03:17:23Z
necolas/normalize.css,53545,10394,1455,75,379,10394,CSS,False,True,True,3,5493,2011-05-04T10:20:25Z,2024-06-12T20:36:06Z
shanraisshan/claude-code-best-practice,53500,5360,418,15,69552,5360,HTML,True,False,True,20,198,2025-10-31T14:15:28Z,2026-05-17T18:56:16Z
PowerShell/PowerShell,53477,8317,1439,1481,103962,8317,C#,False,False,True,8,3777,2016-01-13T23:41:35Z,2026-05-17T17:22:07Z
TryGhost/Ghost,53460,11621,1011,280,467889,11621,JavaScript,False,False,True,8,4761,2013-05-04T11:09:13Z,2026-05-18T09:00:16Z
mozilla/pdf.js,53332,10618,1094,447,190926,10618,JavaScript,True,True,True,0,5501,2011-04-26T06:32:03Z,2026-05-17T19:57:16Z
google/material-design-icons,53298,9725,1793,403,4698287,9725,,False,True,True,7,4239,2014-10-08T18:01:28Z,2026-05-15T03:14:13Z
FlowiseAI/Flowise,52900,24358,357,861,81045,24358,TypeScript,False,False,True,17,1143,2023-03-31T12:23:09Z,2026-05-18T09:07:52Z
JetBrains/kotlin,52743,6302,1505,247,4849288,6302,Kotlin,False,False,False,9,5207,2012-02-13T17:29:58Z,2026-05-18T09:06:07Z
ruvnet/ruflo,52545,5940,380,553,521605,5940,TypeScript,True,False,True,20,349,2025-06-02T21:24:20Z,2026-05-18T07:22:38Z
ionic-team/ionic-framework,52507,13382,1552,626,1664600,13382,TypeScript,True,False,True,18,4653,2013-08-20T23:06:02Z,2026-05-16T03:16:43Z
sickcodes/Docker-OSX,52503,2887,439,416,13718,2887,Shell,True,True,True,10,2174,2020-06-04T11:01:37Z,2025-11-11T05:23:57Z
MemPalace/mempalace,52403,6920,303,550,18732,6920,Python,False,True,True,6,43,2026-04-05T01:12:07Z,2026-05-18T03:08:19Z
vsouza/awesome-ios,52207,6961,1782,6,14398,6961,Swift,False,True,True,13,4329,2014-07-10T16:03:45Z,2026-04-24T18:48:56Z
prettier/prettier,51875,4722,412,1487,170333,4722,JavaScript,True,False,True,18,3456,2016-11-29T17:13:37Z,2026-05-13T16:56:25Z
tw93/Mole,51730,1626,127,10,236201,1626,Shell,False,False,True,15,237,2025-09-23T06:38:40Z,2026-05-18T08:10:54Z
agalwood/Motrix,51727,4874,482,779,69808,4874,JavaScript,True,False,True,13,2707,2018-12-18T11:45:05Z,2024-07-11T12:09:20Z
etcd-io/etcd,51705,10358,1268,242,96820,10358,Go,False,False,True,10,4698,2013-07-06T21:57:21Z,2026-05-15T17:14:10Z
jellyfin/jellyfin,51672,4801,355,693,73786,4801,C#,False,False,True,4,2717,2018-12-09T06:36:45Z,2026-05-17T22:29:02Z
xai-org/grok-1,51656,8480,639,125,1008,8480,Python,True,False,False,0,792,2024-03-17T08:53:38Z,2024-08-30T04:17:25Z
crewAIInc/crewAI,51631,7144,375,331,231011,7144,Python,False,True,True,5,934,2023-10-27T03:26:59Z,2026-05-18T08:23:45Z
google/guava,51498,11145,2325,735,1371789,11145,Java,True,True,True,2,4371,2014-05-29T16:23:17Z,2026-05-16T14:42:13Z
chinese-poetry/chinese-poetry,51470,10375,1145,136,227210,10375,JavaScript,True,True,True,6,3545,2016-09-02T03:32:25Z,2026-05-06T02:14:34Z
jekyll/jekyll,51424,10289,1399,252,70973,10289,Ruby,True,True,True,6,6419,2008-10-20T06:29:03Z,2026-04-22T14:50:12Z
dockur/windows,51404,4309,237,103,1327,4309,Shell,False,False,True,8,854,2024-01-14T13:09:40Z,2026-05-17T11:08:18Z
DefinitelyTyped/DefinitelyTyped,51247,30503,633,681,830857,30503,TypeScript,False,False,True,7,4972,2012-10-05T16:39:45Z,2026-05-18T08:10:30Z
OpenCut-app/OpenCut,51158,5541,220,319,27354,5541,TypeScript,True,False,True,3,330,2025-06-22T08:02:17Z,2026-05-17T02:27:17Z
Semantic-Org/Semantic-UI,51093,4876,1272,1071,113201,4876,JavaScript,True,False,True,10,4787,2013-04-08T23:32:04Z,2024-11-27T21:01:48Z
jesseduffield/lazydocker,51067,1614,279,274,30218,1614,Go,False,False,True,0,2557,2019-05-18T08:53:50Z,2026-04-19T02:51:06Z
Avik-Jain/100-Days-Of-ML-Code,51054,11562,2432,67,10955,11562,,True,True,False,18,2874,2018-07-05T09:11:43Z,2023-12-29T07:57:53Z
ethereum/go-ethereum,51048,21916,2197,398,236037,21916,Go,True,True,True,5,4525,2013-12-26T13:05:46Z,2026-05-18T02:37:12Z
lyswhut/lx-music-desktop,51042,6817,376,1168,85153,6817,TypeScript,False,False,True,4,2468,2019-08-14T14:31:08Z,2026-05-17T06:42:49Z
earendil-works/pi,50977,6064,190,30,44307,6064,TypeScript,True,False,True,0,281,2025-08-09T14:03:50Z,2026-05-18T09:04:48Z
justjavac/awesome-wechat-weapp,50967,9015,1920,2,827,9015,,False,False,False,9,3524,2016-09-22T20:04:48Z,2025-11-19T06:06:13Z
charlax/professional-programming,50943,3983,1004,1,4766,3983,Python,True,False,True,13,3845,2015-11-07T05:07:52Z,2026-05-14T14:14:35Z
D4Vinci/Scrapling,50863,4825,202,4,8236,4825,Python,True,False,True,20,581,2024-10-13T20:29:53Z,2026-05-16T00:42:13Z
odoo/odoo,50746,32430,1529,9720,15787485,32430,Python,True,False,True,7,4387,2014-05-13T15:38:58Z,2026-05-18T09:05:45Z
datawhalechina/hello-agents,50673,6130,166,111,203126,6130,Python,True,True,True,4,253,2025-09-07T09:50:24Z,2026-05-17T16:59:35Z
poteto/hiring-without-whiteboards,50621,3885,909,38,3371,3885,JavaScript,False,False,False,7,3351,2017-03-15T05:09:01Z,2026-02-27T02:58:49Z
freqtrade/freqtrade,50469,10529,736,32,739107,10529,Python,True,True,True,9,3287,2017-05-17T23:48:53Z,2026-05-18T04:57:17Z
dkhamsing/open-source-ios-apps,50327,5777,1420,5,32292,5777,,True,False,True,20,4129,2015-01-26T23:32:34Z,2026-05-17T12:47:15Z
jingyaogong/minimind,50098,6381,241,36,38340,6381,Python,True,True,True,2,660,2024-07-27T04:34:12Z,2026-05-16T10:08:44Z
dbeaver/dbeaver,50090,4185,538,3332,213884,4185,Java,True,True,True,18,3862,2015-10-21T08:26:28Z,2026-05-18T08:56:03Z
jgthms/bulma,50080,3896,571,521,116388,3896,CSS,True,True,True,5,3767,2016-01-23T23:48:34Z,2026-03-01T20:13:02Z
mastodon/mastodon,49956,7440,710,4453,380639,7440,Ruby,False,False,True,9,3737,2016-02-22T15:01:25Z,2026-05-18T09:04:21Z
ggml-org/whisper.cpp,49826,5546,372,1196,36914,5546,C++,True,True,True,6,1330,2022-09-25T18:26:37Z,2026-05-18T07:18:05Z
NanmiCoder/MediaCrawler,49780,10539,219,161,28860,10539,Python,True,True,True,0,1073,2023-06-09T12:14:34Z,2026-04-30T10:20:54Z
nlohmann/json,49721,7394,753,74,247931,7394,C++,False,True,True,19,4701,2013-07-04T08:47:49Z,2026-05-17T06:27:06Z
cypress-io/cypress,49642,3399,580,1205,552796,3399,TypeScript,False,True,True,13,4093,2015-03-04T00:46:28Z,2026-05-18T01:26:00Z
rtk-ai/rtk,49588,3020,121,942,3385,3020,Rust,True,False,True,13,115,2026-01-22T16:54:16Z,2026-05-17T14:33:50Z
expo/expo,49509,12306,371,612,3651593,12306,TypeScript,True,False,True,16,3562,2016-08-15T17:14:25Z,2026-05-18T09:08:41Z
NARKOZ/hacker-scripts,49500,6645,2042,70,105,6645,JavaScript,False,False,True,0,3830,2015-11-21T19:05:09Z,2023-10-23T21:01:40Z
AlistGo/alist,49491,7942,214,564,6436,7942,Go,True,False,True,6,1971,2020-12-23T17:40:29Z,2026-05-16T05:50:36Z
run-llama/llama_index,49480,7424,275,385,458329,7424,Python,False,False,True,10,1293,2022-11-02T04:24:54Z,2026-05-15T19:35:23Z
TanStack/query,49449,3823,214,183,109227,3823,TypeScript,False,False,True,16,2441,2019-09-10T19:23:58Z,2026-05-18T01:13:24Z
makeplane/plane,49321,4285,159,827,285639,4285,TypeScript,True,False,True,20,1275,2022-11-19T12:55:01Z,2026-05-15T11:16:01Z
huginn/huginn,49280,4264,736,695,9458,4264,Ruby,True,False,True,12,4817,2013-03-10T06:00:31Z,2026-05-16T02:14:51Z
safishamsi/graphify,48928,5315,188,258,2216,5315,Python,True,False,True,11,44,2026-04-03T15:49:07Z,2026-05-17T22:09:51Z
VoltAgent/awesome-openclaw-skills,48897,4786,302,3,1901,4786,,False,False,True,12,113,2026-01-25T09:22:32Z,2026-05-17T14:20:44Z
Fission-AI/OpenSpec,48796,3425,230,331,4002,3425,TypeScript,False,False,True,10,286,2025-08-05T10:37:45Z,2026-05-14T16:03:19Z
pandas-dev/pandas,48786,19963,1113,3265,393839,19963,Python,False,False,True,6,5746,2010-08-24T01:37:33Z,2026-05-17T13:24:26Z
tw93/Pake,48779,9849,237,1,64118,9849,Rust,False,False,True,13,1312,2022-10-14T09:32:57Z,2026-05-17T01:08:33Z
JuliaLang/julia,48716,5774,898,4696,367245,5774,Julia,False,False,True,10,5506,2011-04-21T07:01:50Z,2026-05-18T02:48:10Z
iamkun/dayjs,48645,2427,272,1228,5984,2427,JavaScript,True,True,True,6,2960,2018-04-10T09:26:44Z,2026-05-07T04:08:18Z
serhii-londar/open-source-mac-os-apps,48629,2564,961,76,5804,2564,,True,True,True,18,3118,2017-11-03T02:35:33Z,2026-04-15T22:47:24Z
1c7/chinese-independent-developer,48586,4167,1305,1,5681,4167,,False,True,True,3,3161,2017-09-21T11:08:23Z,2026-05-18T03:02:10Z
skylot/jadx,48573,5517,813,423,25533,5517,Java,True,False,True,4,4808,2013-03-18T17:08:21Z,2026-05-15T19:28:46Z
algorithm-visualizer/algorithm-visualizer,48553,7589,1203,79,21182,7589,JavaScript,True,False,True,4,3655,2016-05-15T00:27:45Z,2024-06-09T06:54:22Z
lllyasviel/Fooocus,48511,7895,409,296,34158,7895,Python,False,False,True,0,1012,2023-08-09T18:43:40Z,2025-12-01T19:17:07Z
hashicorp/terraform,48416,10351,1126,1898,354075,10351,Go,False,False,True,5,4448,2014-03-13T22:25:48Z,2026-05-18T08:31:07Z
x64dbg/x64dbg,48407,2739,2671,573,64763,2739,C++,True,False,True,20,4054,2015-04-11T20:48:23Z,2026-05-17T21:26:34Z
kelseyhightower/kubernetes-the-hard-way,48325,15660,938,49,711,15660,,True,False,True,0,3601,2016-07-07T14:15:27Z,2025-04-10T06:11:47Z
ReactiveX/RxJava,48252,7588,2151,20,162994,7588,Java,True,True,True,4,4877,2013-01-08T20:11:48Z,2026-05-18T06:39:39Z
jakevdp/PythonDataScienceHandbook,48136,18951,1813,231,43642,18951,Jupyter Notebook,True,True,True,6,3567,2016-08-10T14:24:36Z,2024-06-26T19:17:33Z
type-challenges/type-challenges,48096,5255,154,33180,3344,5255,TypeScript,False,False,True,4,2124,2020-07-23T14:33:11Z,2026-05-16T14:20:30Z
Homebrew/brew,48055,11121,733,10,114598,11121,Ruby,False,True,True,5,3725,2016-03-06T05:08:38Z,2026-05-18T08:30:51Z
bigskysoftware/htmx,48022,1597,209,657,325159,1597,JavaScript,False,False,True,6,2225,2020-04-13T16:17:51Z,2026-05-16T14:09:22Z
moment/moment,47981,6996,826,298,22191,6996,JavaScript,False,False,True,0,5557,2011-03-01T02:46:06Z,2024-08-14T17:12:19Z
akullpp/awesome-java,47960,7675,2157,11,2664,7675,,True,False,True,2,4331,2014-07-09T10:12:43Z,2026-04-12T12:40:14Z
penpot/penpot,47840,3001,254,695,365150,3001,Clojure,False,False,True,7,3792,2015-12-29T22:09:07Z,2026-05-18T09:02:28Z
nilbuild/design-patterns-for-humans,47821,5508,1195,16,149,5508,,True,False,True,6,3377,2017-02-16T21:24:39Z,2024-12-02T04:54:48Z
GokuMohandas/Made-With-ML,47686,7521,1266,25,3447,7521,Jupyter Notebook,True,False,True,13,2751,2018-11-05T03:44:27Z,2026-03-04T23:44:21Z
karan/Projects,47663,10640,1764,117,1790,10640,,False,False,True,0,4700,2013-07-04T13:37:27Z,2024-08-14T19:06:05Z
minimaxir/big-list-of-naughty-strings,47632,2161,837,108,330,2161,Python,True,False,True,0,3935,2015-08-08T20:57:20Z,2024-04-18T03:26:59Z
microsoft/AI-For-Beginners,47619,9850,504,4,1416835,9850,Jupyter Notebook,True,True,True,10,1901,2021-03-03T16:27:36Z,2026-05-09T00:28:43Z
brillout/awesome-react-components,47589,3769,735,50,1367,3769,,True,False,True,5,3614,2016-06-24T15:19:33Z,2026-01-26T16:36:45Z
astral-sh/ruff,47573,2099,102,1987,140096,2099,Rust,False,False,True,11,1377,2022-08-09T17:17:44Z,2026-05-18T06:55:39Z
gogs/gogs,47521,5066,1014,997,210672,5066,Go,False,False,True,11,4478,2014-02-12T01:57:08Z,2026-05-18T00:59:18Z
bmad-code-org/BMAD-METHOD,47494,5557,400,54,44217,5557,JavaScript,True,True,True,0,399,2025-04-13T14:54:25Z,2026-05-17T23:14:21Z
ClickHouse/ClickHouse,47463,8403,687,6136,6510151,8403,C++,True,False,True,17,3637,2016-06-02T08:28:18Z,2026-05-18T09:07:57Z
DovAmir/awesome-design-patterns,47399,3244,717,24,98,3244,,True,True,True,9,2904,2018-06-04T17:47:48Z,2024-10-25T19:57:00Z
BerriAI/litellm,47395,8139,204,3122,1079192,8139,Python,True,True,True,14,1026,2023-07-27T00:09:52Z,2026-05-18T08:59:29Z
metabase/metabase,47355,6470,636,4136,1880160,6470,Clojure,True,False,True,18,4122,2015-02-02T19:25:47Z,2026-05-18T09:04:23Z
microsoft/VibeVoice,47239,5256,233,160,215599,5256,Python,True,True,True,0,265,2025-08-25T13:24:01Z,2026-05-06T06:49:25Z
pixijs/pixijs,47199,5009,970,327,136417,5009,TypeScript,True,False,True,13,4864,2013-01-21T22:40:50Z,2026-05-14T11:32:10Z
remotion-dev/remotion,47193,3263,147,115,3849348,3263,TypeScript,False,True,True,3,2154,2020-06-23T19:49:10Z,2026-05-18T08:35:46Z
oobabooga/textgen,47154,5981,351,805,32119,5981,Python,True,False,True,0,1244,2022-12-21T04:17:37Z,2026-05-18T01:37:54Z
slab/quill,47111,3639,483,649,18429,3639,TypeScript,False,False,True,4,5039,2012-07-30T23:23:18Z,2025-07-25T06:09:23Z
chenglou/pretext,47107,2600,146,63,1576,2600,TypeScript,True,True,True,0,71,2026-03-07T21:06:28Z,2026-05-11T00:15:33Z
tldraw/tldraw,47080,3216,166,375,1342585,3216,TypeScript,False,False,True,12,1834,2021-05-09T11:48:37Z,2026-05-17T06:37:33Z
typescript-cheatsheets/react,47048,4294,387,0,3104,4294,TypeScript,False,False,True,4,2907,2018-06-02T04:08:16Z,2026-05-15T15:25:06Z
discourse/discourse,47047,8915,879,155,903091,8915,Ruby,False,False,False,7,4874,2013-01-12T00:25:55Z,2026-05-18T09:01:10Z
square/okhttp,46971,9270,1614,111,63430,9270,Kotlin,False,True,True,4,5046,2012-07-23T13:42:55Z,2026-05-15T11:16:12Z
serverless/serverless,46918,5736,911,1232,105267,5736,JavaScript,False,False,True,9,4045,2015-04-21T03:48:40Z,2026-05-14T15:52:09Z
v2ray/v2ray-core,46849,8852,1334,17,55242,8852,Go,False,False,True,8,3908,2015-09-04T11:42:53Z,2026-04-24T03:23:18Z
dypsilon/frontend-dev-bookmarks,46728,5149,1955,128,1048,5149,,False,False,True,4,4712,2013-06-22T13:23:55Z,2024-05-21T10:56:58Z
gedoor/legado,46721,5366,287,66,64170,5366,Kotlin,True,False,True,0,2553,2019-05-22T04:18:58Z,2026-04-27T09:23:22Z
acmesh-official/acme.sh,46584,5572,477,1397,7555,5572,Shell,True,False,True,18,3795,2015-12-26T12:56:33Z,2026-05-16T09:17:24Z
slidevjs/slidev,46524,2071,163,187,80741,2071,TypeScript,False,False,True,6,1850,2021-04-24T01:25:23Z,2026-05-17T11:30:40Z
GitHubDaily/GitHubDaily,46487,4654,1441,597,3027,4654,,True,False,True,16,2695,2018-12-30T13:56:58Z,2025-12-31T18:59:20Z
coreybutler/nvm-windows,46417,3825,461,86,32685,3825,Go,True,False,True,11,4257,2014-09-20T16:37:28Z,2026-04-17T17:58:18Z
Raphire/Win11Debloat,46371,1887,212,39,1916,1887,PowerShell,True,False,True,20,2028,2020-10-27T22:26:59Z,2026-05-17T21:43:38Z
Asabeneh/30-Days-Of-JavaScript,46356,10440,849,370,124993,10440,JavaScript,True,False,True,20,2337,2019-12-23T14:07:40Z,2025-12-06T11:12:48Z
KRTirtho/spotube,46325,2086,237,794,146213,2086,Dart,True,True,True,13,1919,2021-02-14T03:17:58Z,2026-03-15T02:52:43Z
mudler/LocalAI,46319,4085,288,158,59975,4085,Go,True,True,True,18,1156,2023-03-18T22:58:02Z,2026-05-18T06:27:19Z
jeecgboot/JeecgBoot,46305,15997,830,21,96432,15997,Java,True,True,True,20,2729,2018-11-26T10:40:00Z,2026-05-18T01:41:09Z
ziishaned/learn-regex,46120,6178,882,65,928,6178,,True,False,True,3,3221,2017-07-22T12:21:03Z,2025-08-25T23:17:54Z
bevyengine/bevy,46119,4568,310,3409,166726,4568,Rust,False,True,True,6,2311,2020-01-18T21:13:55Z,2026-05-17T17:47:29Z
microsoft/monaco-editor,46020,4067,529,815,139236,4067,JavaScript,True,True,True,5,3631,2016-06-07T16:56:31Z,2026-05-15T20:58:26Z
prisma/prisma,45982,2209,255,2605,166903,2209,TypeScript,False,True,True,20,2523,2019-06-20T13:33:47Z,2026-05-15T08:45:14Z
twentyhq/twenty,45885,6438,192,145,1217660,6438,TypeScript,False,False,True,17,1263,2022-12-01T13:04:40Z,2026-05-18T09:00:54Z
LeCoupa/awesome-cheatsheets,45872,6699,730,138,8889,6699,JavaScript,True,True,True,20,3112,2017-11-09T02:47:15Z,2026-04-12T17:26:10Z
CherryHQ/cherry-studio,45857,4360,200,1167,244539,4360,TypeScript,False,False,True,10,724,2024-05-24T01:56:26Z,2026-05-18T08:59:36Z
lukasz-madon/awesome-remote-job,45801,4616,1144,16,1119,4616,,True,False,True,3,4154,2015-01-02T00:31:34Z,2026-05-08T22:48:54Z
android/architecture-samples,45688,11872,2382,220,13364,11872,Kotlin,True,False,True,3,3754,2016-02-05T13:42:07Z,2026-05-16T00:25:37Z
tmux/tmux,45605,2626,471,42,19186,2626,C,True,False,True,0,4001,2015-06-03T23:32:55Z,2026-05-18T08:41:17Z
bannedbook/fanqiang,45532,7908,1220,326,751979,7908,Kotlin,True,True,True,11,4142,2015-01-14T00:34:25Z,2026-04-26T05:31:41Z
google/zx,45500,1271,159,39,3888,1271,JavaScript,False,True,True,9,1839,2021-05-05T05:50:01Z,2026-05-10T16:34:00Z
aaif-goose/goose,45450,4662,223,217,979132,4662,Rust,True,True,True,4,632,2024-08-23T19:03:36Z,2026-05-18T06:01:28Z
apache/airflow,45449,17067,777,1732,602347,17067,Python,False,False,True,20,4052,2015-04-13T18:04:58Z,2026-05-18T08:42:51Z
ColorlibHQ/AdminLTE,45385,18231,1950,27,139945,18231,CSS,False,True,True,15,4527,2013-12-25T02:52:40Z,2026-05-14T23:55:55Z
jestjs/jest,45360,6656,550,221,318117,6656,TypeScript,True,True,True,9,4542,2013-12-10T00:18:04Z,2026-05-16T17:25:45Z
upscayl/upscayl,45337,2212,201,57,567685,2212,TypeScript,True,False,True,11,1387,2022-07-30T17:19:20Z,2026-05-15T22:35:22Z
RocketChat/Rocket.Chat,45322,13571,846,3711,2029183,13571,TypeScript,True,True,True,11,4017,2015-05-19T07:36:09Z,2026-05-18T08:40:38Z
coqui-ai/TTS,45322,6098,339,8,170196,6098,Python,True,False,True,19,2188,2020-05-20T15:45:28Z,2024-08-16T12:07:14Z
docker/awesome-compose,45320,8150,482,374,11056,8150,HTML,False,False,True,3,2286,2020-02-13T08:51:42Z,2026-05-09T12:17:01Z
santifer/career-ops,45248,9505,191,142,29201,9505,JavaScript,True,False,True,12,43,2026-04-04T18:21:18Z,2026-05-18T01:34:36Z
Leaflet/Leaflet,45022,6124,882,537,59956,6124,JavaScript,False,True,True,3,5716,2010-09-22T16:57:44Z,2026-05-11T21:03:46Z
isocpp/CppCoreGuidelines,44997,5542,1920,248,27754,5542,CSS,False,True,True,0,3924,2015-08-19T20:22:52Z,2026-04-16T19:07:57Z
Aider-AI/aider,44961,4431,249,1543,140355,4431,Python,True,True,True,13,1104,2023-05-09T18:57:49Z,2026-05-16T00:55:02Z
iina/iina,44907,2819,532,1912,279113,2819,Swift,True,False,True,6,3437,2016-12-19T07:18:45Z,2026-05-18T07:50:36Z
9001/copyparty,44874,1838,138,261,8413,1838,Python,False,False,True,8,2548,2019-05-26T15:28:33Z,2026-05-15T19:51:12Z
GitSquared/edex-ui,44826,3113,2,6,31579,3113,JavaScript,True,False,True,13,3397,2017-01-28T09:35:02Z,2021-10-19T22:38:47Z
meteor/meteor,44782,5254,1488,378,146493,5254,JavaScript,True,False,True,13,5233,2012-01-19T01:58:17Z,2026-05-15T19:47:30Z
pyenv/pyenv,44775,3274,388,55,6450,3274,Shell,True,False,True,2,5008,2012-08-31T06:57:52Z,2026-05-17T06:38:23Z
grpc/grpc,44774,11170,1333,1347,606418,11170,C++,False,True,True,0,4178,2014-12-08T18:58:53Z,2026-05-18T08:14:49Z
exo-explore/exo,44759,3168,332,220,39203,3168,Python,False,False,True,0,692,2024-06-24T18:36:22Z,2026-05-15T19:42:53Z
react-hook-form/react-hook-form,44719,2402,176,92,31385,2402,TypeScript,False,False,True,9,2630,2019-03-05T23:47:10Z,2026-05-17T23:41:25Z
SimplifyJobs/Summer2026-Internships,44623,3177,1518,5,2576943,3177,Python,False,False,True,4,2185,2020-05-23T20:53:18Z,2026-05-18T09:00:50Z
streamlit/streamlit,44623,4265,326,1304,986749,4265,Python,False,False,True,8,2459,2019-08-24T00:14:52Z,2026-05-18T05:56:05Z
vercel/hyper,44588,3560,472,1041,23395,3560,TypeScript,False,False,True,9,3608,2016-07-01T06:01:21Z,2026-05-11T17:00:55Z
sudheerj/reactjs-interview-questions,44573,10364,630,15,6705,10364,JavaScript,True,False,True,13,2908,2018-05-31T17:17:01Z,2026-04-27T15:17:39Z
zhayujie/CowAgent,44555,10113,299,331,8017,10113,Python,True,False,True,20,1380,2022-08-07T08:33:41Z,2026-05-17T11:00:18Z
zhongyang219/TrafficMonitor,44457,3686,299,1305,16715,3686,C++,True,False,True,0,3214,2017-07-30T02:51:17Z,2026-04-06T11:26:46Z
cli/cli,44448,8447,1033,1008,76912,8447,Go,False,False,True,4,2418,2019-10-03T15:24:53Z,2026-05-15T15:52:07Z
helix-editor/helix,44437,3475,215,1552,83460,3475,Rust,True,True,True,4,2177,2020-06-01T04:26:56Z,2026-05-15T18:10:55Z
milvus-io/milvus,44337,4003,330,882,293150,4003,Go,True,False,True,18,2436,2019-09-16T06:43:43Z,2026-05-18T08:58:30Z
hiroi-sora/Umi-OCR,44283,4374,216,339,281373,4374,Python,True,False,True,7,1512,2022-03-28T04:01:46Z,2025-11-20T14:58:13Z
jgm/pandoc,44200,3854,524,1071,69958,3854,Haskell,True,False,True,9,5902,2010-03-20T20:34:23Z,2026-05-17T09:02:34Z
nexu-io/open-design,44197,5046,156,404,636563,5046,TypeScript,True,False,True,20,20,2026-04-28T04:25:20Z,2026-05-18T09:09:38Z
usebruno/bruno,44165,2461,96,1657,49678,2461,JavaScript,False,False,True,14,1328,2022-09-27T20:51:45Z,2026-05-18T09:06:21Z
byoungd/English-level-up-tips,44152,4654,909,24,45971,4654,,True,True,True,3,3275,2017-05-30T07:18:52Z,2026-04-25T05:52:29Z
DIYgod/RSSHub,44106,9789,372,350,1058336,9789,TypeScript,True,True,True,18,2967,2018-04-02T14:43:21Z,2026-05-18T02:48:35Z
hesreallyhim/awesome-claude-code,44099,3778,300,310,20923,3778,Python,False,False,True,19,393,2025-04-19T20:55:59Z,2026-04-27T14:40:18Z
parcel-bundler/parcel,44032,2277,444,593,63762,2277,JavaScript,False,False,True,11,3205,2017-08-07T16:36:47Z,2026-05-18T05:31:49Z
AykutSarac/jsoncrack.com,44007,3540,226,35,42011,3540,TypeScript,False,True,True,9,1568,2022-01-30T15:25:18Z,2026-05-15T20:43:28Z
streamich/react-use,43977,3274,259,655,83973,3274,TypeScript,True,True,True,0,2760,2018-10-27T10:16:05Z,2026-01-20T12:19:23Z
yangshun/front-end-interview-handbook,43965,5952,761,11,330813,5952,MDX,True,False,True,15,3046,2018-01-13T19:40:08Z,2026-05-08T10:23:53Z
spf13/cobra,43952,3145,361,368,2106,3145,Go,True,False,True,16,4639,2013-09-03T20:40:26Z,2026-04-25T23:07:41Z
siyuan-note/siyuan,43943,2801,174,342,500104,2801,TypeScript,False,False,True,19,2087,2020-08-30T09:21:35Z,2026-05-18T03:36:09Z
astaxie/build-web-application-with-golang,43935,10491,2309,138,38293,10491,Go,True,False,True,0,5036,2012-08-02T11:49:35Z,2024-05-12T00:47:46Z
square/retrofit,43906,7346,1540,170,7421,7346,HTML,False,True,True,2,5732,2010-09-06T21:39:43Z,2026-05-12T11:45:43Z
babel/babel,43898,5826,773,751,143295,5826,TypeScript,False,False,True,7,4249,2014-09-28T13:38:23Z,2026-05-16T14:56:56Z
getsentry/sentry,43890,4710,667,2104,872236,4710,Python,False,False,True,15,5739,2010-08-30T22:06:41Z,2026-05-18T09:02:59Z
NaiboWang/EasySpider,43820,5337,232,266,151327,5337,JavaScript,True,False,True,20,2130,2020-07-18T02:41:27Z,2026-05-12T03:20:13Z
aymericdamien/TensorFlow-Examples,43771,14756,2009,228,10242,14756,Jupyter Notebook,True,False,True,6,3840,2015-11-11T14:21:19Z,2024-07-26T19:46:13Z
mitmproxy/mitmproxy,43580,4563,623,428,68742,4563,Python,False,False,True,11,5935,2010-02-16T04:10:13Z,2026-05-16T12:54:02Z
files-community/Files,43541,2726,405,516,276203,2726,C#,False,False,True,20,2690,2019-01-04T18:19:14Z,2026-05-17T15:07:31Z
calcom/cal.diy,43487,13431,185,1363,1138730,13431,TypeScript,False,False,True,11,1882,2021-03-22T13:47:42Z,2026-05-14T19:30:21Z
Kong/kong,43403,5138,994,139,97299,5138,Lua,False,False,True,20,4199,2014-11-17T23:56:08Z,2026-03-27T17:42:51Z
karanpratapsingh/system-design,43297,5560,347,3,5564,5560,,True,False,True,10,1371,2022-08-15T18:59:54Z,2026-04-02T05:06:07Z
apache/spark,43296,29196,1986,401,556882,29196,Scala,False,True,True,8,4465,2014-02-25T08:00:08Z,2026-05-18T09:09:03Z
anthropics/claude-cookbooks,43213,4904,547,187,207229,4904,Jupyter Notebook,True,False,True,0,1006,2023-08-15T20:23:51Z,2026-05-14T17:41:17Z
fastapi/full-stack-fastapi-template,43208,8559,294,35,5848,8559,TypeScript,True,False,True,19,2640,2019-02-23T15:08:34Z,2026-05-18T09:02:43Z
FuelLabs/fuels-rs,43207,1360,120,68,20145,1360,Rust,False,True,True,0,1659,2021-10-31T22:33:54Z,2026-04-06T18:57:03Z
FuelLabs/fuels-ts,43183,1371,108,78,115558,1371,TypeScript,False,True,True,2,1717,2021-09-03T18:11:03Z,2026-03-27T18:21:29Z
Unitech/pm2,43156,2715,629,1081,14146,2715,JavaScript,False,False,True,10,4745,2013-05-21T03:25:25Z,2026-05-15T14:26:28Z
Light-City/CPlusPlusThings,43137,8832,558,10,2503,8832,C++,True,False,True,4,2500,2019-07-14T08:45:45Z,2026-05-16T06:05:14Z
microsoft/qlib,43133,6779,475,401,17997,6779,Python,True,False,True,18,2103,2020-08-14T06:46:00Z,2026-04-22T07:08:01Z
