full_name,stargazers_count,forks_count,subscribers_count,open_issues_count,size,network_count,language,has_wiki,has_pages,has_issues,topics_count,age_days,created_at,pushed_at
codecrafters-io/build-your-own-x,502119,47612,6684,484,1201,47612,Markdown,False,False,True,6,2930,2018-05-09T12:03:18Z,2026-02-21T09:34:54Z
sindresorhus/awesome,467563,35048,8192,76,1561,35048,,False,True,True,5,4328,2014-07-11T13:42:37Z,2026-05-05T14:47:44Z
freeCodeCamp/freeCodeCamp,445055,44621,8548,185,572380,44621,TypeScript,False,False,True,15,4162,2014-12-24T17:49:19Z,2026-05-18T08:09:38Z
public-apis/public-apis,435599,47751,4602,1342,5362,47751,Python,False,False,True,13,3710,2016-03-20T23:49:42Z,2026-05-15T15:50:51Z
EbookFoundation/free-programming-books,388483,66309,9793,83,21361,66309,Python,False,True,True,5,4602,2013-10-11T06:50:37Z,2026-05-12T18:22:15Z
openclaw/openclaw,372818,77299,1806,7031,1275630,77299,TypeScript,False,False,True,7,174,2025-11-24T10:16:47Z,2026-05-18T08:54:16Z
nilbuild/developer-roadmap,354987,44081,6842,7,360815,44081,TypeScript,True,False,True,18,3350,2017-03-15T13:45:52Z,2026-05-18T07:15:46Z
donnemartin/system-design-primer,349090,56267,6842,544,11277,56267,Python,True,False,True,13,3367,2017-02-26T16:15:28Z,2026-03-20T01:52:19Z
jwasham/coding-interview-university,346975,82921,8550,112,22700,82921,,False,False,True,12,3633,2016-06-06T02:34:12Z,2025-08-28T14:42:47Z
vinta/awesome-python,298288,27930,6095,16,5562,27930,Python,False,True,False,6,4342,2014-06-27T21:00:06Z,2026-05-18T05:53:50Z
awesome-selfhosted/awesome-selfhosted,293350,13596,3170,0,16808,13596,,False,False,True,8,4004,2015-06-01T02:33:17Z,2026-05-16T21:23:53Z
996icu/996.ICU,276199,20868,4209,16694,189351,20868,,False,False,False,0,2610,2019-03-26T07:31:14Z,2025-08-22T06:01:29Z
practical-tutorials/project-based-learning,265972,34594,3478,298,438,34594,,True,False,True,8,3323,2017-04-12T05:07:46Z,2024-08-15T05:33:54Z
facebook/react,245093,51059,6630,1304,975534,51059,JavaScript,False,True,True,6,4741,2013-05-24T16:15:54Z,2026-05-14T20:03:52Z
torvalds/linux,233559,62359,8190,3,6298378,62359,C,False,False,False,0,5369,2011-09-04T22:48:12Z,2026-05-17T21:09:56Z
TheAlgorithms/Python,221155,50652,5977,978,16593,50652,Python,True,True,True,14,3593,2016-07-16T09:44:01Z,2026-05-04T18:10:39Z
trimstray/the-book-of-secret-knowledge,220778,13202,2750,141,1748,13202,,False,False,False,19,2886,2018-06-23T10:43:14Z,2024-11-19T14:00:38Z
vuejs/vue,209770,33849,5736,624,32152,33849,TypeScript,True,False,True,4,4676,2013-07-29T03:24:51Z,2024-10-10T07:24:15Z
ossu/computer-science,203906,25383,5951,22,1784,25383,HTML,True,True,True,4,4397,2014-05-04T00:18:39Z,2026-04-21T04:43:27Z
trekhleb/javascript-algorithms,195968,31070,4230,406,14903,31070,JavaScript,False,False,True,8,2977,2018-03-24T07:47:04Z,2026-02-18T09:20:06Z
obra/superpowers,195854,17430,774,283,2963,17430,Shell,True,False,True,0,220,2025-10-09T19:45:18Z,2026-05-14T23:32:25Z
tensorflow/tensorflow,195142,75305,7387,5341,1324969,75305,C++,False,False,True,8,3845,2015-11-07T01:19:20Z,2026-05-18T08:57:27Z
ultraworkers/claw-code,191858,109927,2213,1408,12432,109927,Rust,False,False,True,0,48,2026-03-31T08:58:08Z,2026-05-16T14:06:16Z
n8n-io/n8n,188477,57760,1094,1478,556699,57760,TypeScript,False,True,True,20,2522,2019-06-22T09:24:21Z,2026-05-18T09:02:59Z
ohmyzsh/ohmyzsh,187102,26378,2625,554,13558,26378,Shell,True,False,True,15,6106,2009-08-28T18:15:37Z,2026-05-18T07:00:15Z
affaan-m/everything-claude-code,186061,28792,933,0,35294,28792,JavaScript,True,False,True,8,120,2026-01-18T00:51:51Z,2026-05-18T08:54:25Z
microsoft/vscode,185038,39932,3415,17636,1257208,39932,TypeScript,True,False,True,5,3909,2015-09-03T20:23:38Z,2026-05-18T08:31:56Z
getify/You-Dont-Know-JS,184463,33564,5755,2,15241,33564,,False,False,True,13,4566,2013-11-16T02:37:24Z,2026-02-15T04:36:44Z
Significant-Gravitas/AutoGPT,184389,46230,1533,420,575883,46230,Python,True,False,True,11,1159,2023-03-16T09:21:07Z,2026-05-18T08:53:55Z
CyC2018/CS-Notes,184388,51003,5224,196,116179,51003,,True,True,True,8,3015,2018-02-13T14:56:24Z,2024-08-21T09:40:10Z
jackfrued/Python-100-Days,182553,55696,6042,697,401142,55696,Jupyter Notebook,True,False,True,0,2999,2018-03-01T16:05:52Z,2026-04-13T02:42:42Z
flutter/flutter,176354,30384,3478,12662,443334,30384,Dart,True,False,True,19,4090,2015-03-06T22:54:58Z,2026-05-17T08:40:30Z
massgravel/Microsoft-Activation-Scripts,175611,16862,1417,1,12955,16862,Batchfile,False,False,True,16,2317,2020-01-12T23:03:34Z,2026-05-07T16:42:57Z
twbs/bootstrap,174246,78893,6631,439,294439,78893,MDX,False,True,True,7,5406,2011-07-29T21:19:00Z,2026-05-15T05:32:01Z
github/gitignore,173972,82519,3356,65,3148,82519,,False,False,False,2,5669,2010-11-08T20:17:14Z,2026-05-15T23:15:08Z
avelino/awesome-go,172948,13218,2799,184,11330,13218,Go,False,True,True,6,4333,2014-07-06T13:42:15Z,2026-05-17T20:01:36Z
ollama/ollama,171669,16172,968,3263,84298,16172,Go,False,False,True,15,1056,2023-06-26T19:39:32Z,2026-05-15T23:23:55Z
DigitalPlatDev/FreeDomain,163406,2845,195,32,972,2845,HTML,True,False,False,7,717,2024-05-30T13:23:00Z,2026-04-24T13:50:28Z
AUTOMATIC1111/stable-diffusion-webui,163120,30350,1184,2487,36552,30350,Python,True,False,True,16,1364,2022-08-22T14:05:26Z,2026-03-02T07:00:53Z
yt-dlp/yt-dlp,162892,13668,787,2507,60601,13668,Python,True,False,True,7,2030,2020-10-26T04:22:55Z,2026-05-16T20:30:45Z
f/prompts.chat,162445,21147,1633,45,372419,21147,HTML,True,True,True,18,1259,2022-12-05T13:54:13Z,2026-05-18T06:48:30Z
anomalyco/opencode,161928,19040,625,6138,268648,19040,TypeScript,False,False,True,0,382,2025-04-30T20:08:00Z,2026-05-18T08:38:41Z
jlevy/the-art-of-command-line,160995,14807,2785,254,2772,14807,,False,False,True,6,4015,2015-05-20T15:11:03Z,2024-06-25T18:13:44Z
huggingface/transformers,160713,33244,1204,2352,498795,33244,Python,True,False,True,19,2757,2018-10-29T13:56:00Z,2026-05-18T09:01:05Z
521xueweihan/HelloGitHub,157468,12000,4853,382,9838,12000,Python,False,False,True,4,3666,2016-05-04T06:24:11Z,2026-04-28T00:48:03Z
Snailclimb/JavaGuide,155745,46132,4446,61,180542,46132,JavaScript,True,False,True,13,2932,2018-05-07T13:27:00Z,2026-05-17T15:02:06Z
NousResearch/hermes-agent,155523,24961,592,11977,220104,24961,Python,True,True,True,16,299,2025-07-22T22:22:28Z,2026-05-18T08:52:20Z
langflow-ai/langflow,148423,9027,470,926,1280070,9027,Python,True,True,True,6,1194,2023-02-08T22:28:03Z,2026-05-18T00:57:17Z
airbnb/javascript,148126,26681,3667,159,3738,26681,JavaScript,True,True,True,14,4945,2012-11-01T23:13:50Z,2026-04-16T19:24:09Z
Genymobile/scrcpy,141884,13094,1362,2795,8636,13094,C,True,False,True,8,3099,2017-11-21T18:00:27Z,2026-05-17T10:43:55Z
langgenius/dify,141750,22271,799,805,368806,22271,TypeScript,False,False,True,20,1132,2023-04-12T07:40:24Z,2026-05-18T09:04:48Z
ytdl-org/youtube-dl,140322,10663,2155,4125,65510,10663,Python,False,True,True,0,5677,2010-10-31T14:35:07Z,2026-02-19T16:45:25Z
yangshun/tech-interview-handbook,139601,16582,2180,45,33749,16582,TypeScript,True,False,True,10,3604,2016-07-05T05:00:48Z,2026-04-05T23:58:25Z
vercel/next.js,139505,31084,1548,3955,2562626,31084,JavaScript,False,False,True,14,3511,2016-10-05T23:32:51Z,2026-05-18T09:02:34Z
x1xhlol/system-prompts-and-models-of-ai-tools,137668,34328,1639,144,1437,34328,,True,False,True,20,438,2025-03-05T16:38:29Z,2026-05-10T15:03:26Z
open-webui/open-webui,137563,19640,605,293,369716,19640,Python,True,False,True,15,954,2023-10-06T22:08:27Z,2026-05-15T00:34:23Z
langchain-ai/langchain,136998,22657,871,580,555929,22657,Python,False,False,True,20,1309,2022-10-17T02:58:36Z,2026-05-18T06:49:09Z
anthropics/skills,136643,16127,877,853,3711,16127,Python,False,False,True,1,237,2025-09-22T15:53:31Z,2026-05-17T22:47:19Z
multica-ai/andrej-karpathy-skills,134962,13812,723,91,20,13812,,True,False,False,0,111,2026-01-27T03:53:13Z,2026-04-20T10:05:04Z
golang/go,133941,19024,3320,10070,436300,19024,Go,True,False,True,4,4290,2014-08-19T04:33:40Z,2026-05-17T16:46:19Z
labuladong/fucking-algorithm,133466,23619,2267,3,126234,23619,Markdown,False,False,True,8,2280,2020-02-19T09:01:23Z,2026-02-28T10:07:31Z
microsoft/PowerToys,133246,7984,1171,6950,499525,7984,C#,True,False,True,12,2573,2019-05-01T17:44:02Z,2026-05-18T07:56:26Z
Chalarangelo/30-seconds-of-code,127849,12488,2585,1,742614,12488,JavaScript,False,False,True,13,3091,2017-11-29T17:35:03Z,2026-05-13T16:50:23Z
krahets/hello-algo,126235,15128,605,34,464747,15128,Java,False,True,True,11,1290,2022-11-04T11:08:34Z,2026-04-18T18:23:33Z
facebook/react-native,125834,25148,3532,1305,967793,25148,C++,True,True,True,8,4146,2015-01-09T18:10:16Z,2026-05-18T08:13:30Z
anthropics/claude-code,124521,20495,767,11143,27851,20495,Shell,False,False,True,0,449,2025-02-22T17:41:21Z,2026-05-18T01:52:02Z
microsoft/markitdown,123622,8369,419,658,4255,8369,Python,True,False,True,7,550,2024-11-13T19:56:40Z,2026-04-20T17:52:20Z
excalidraw/excalidraw,123472,13683,489,3064,100952,13683,TypeScript,False,False,True,7,2328,2020-01-02T01:04:43Z,2026-05-14T20:45:05Z
ripienaar/free-for-dev,122433,12848,1743,16,10063,12848,HTML,False,True,False,2,4078,2015-03-18T21:06:26Z,2026-05-17T14:03:20Z
kubernetes/kubernetes,122329,43093,3167,2708,1471534,43093,Go,False,False,True,4,4363,2014-06-06T22:56:04Z,2026-05-18T08:17:07Z
electron/electron,121318,17193,2783,873,201388,17193,C++,False,False,True,9,4784,2013-04-12T01:47:36Z,2026-05-18T07:44:01Z
firecrawl/firecrawl,121186,7392,356,324,89358,7392,TypeScript,False,False,True,19,762,2024-04-15T21:02:29Z,2026-05-18T07:35:21Z
clash-verge-rev/clash-verge-rev,118889,8658,318,326,75555,8658,TypeScript,True,False,True,8,908,2023-11-21T18:24:03Z,2026-05-18T05:57:35Z
nodejs/node,117270,35553,2955,2691,1485324,35553,JavaScript,False,False,True,9,4190,2014-11-26T19:57:11Z,2026-05-18T07:54:35Z
justjavac/free-programming-books-zh_CN,116962,28311,5861,32,1059,28311,,False,False,False,14,4578,2013-11-04T01:59:19Z,2024-07-15T08:55:20Z
iptv-org/iptv,116300,6142,2123,2,1236636,6142,TypeScript,False,True,True,5,2741,2018-11-14T22:00:57Z,2026-05-18T00:33:52Z
shadcn-ui/ui,114590,8847,346,1926,63133,8847,TypeScript,False,False,True,11,1229,2023-01-04T12:43:27Z,2026-05-17T08:53:42Z
rustdesk/rustdesk,114466,17215,599,115,71496,17215,Rust,True,False,True,19,2057,2020-09-28T15:36:08Z,2026-05-18T09:03:04Z
Comfy-Org/ComfyUI,113374,13277,719,4019,88465,13277,Python,True,False,True,6,1217,2023-01-17T03:15:56Z,2026-05-18T06:53:37Z
d3/d3,112908,22737,3542,29,59349,22737,Shell,False,True,True,6,5711,2010-09-27T17:22:42Z,2025-12-02T17:48:19Z
rust-lang/rust,112864,14921,1477,12399,901508,14921,Rust,False,False,True,3,5814,2010-06-16T20:39:03Z,2026-05-18T08:13:39Z
mrdoob/three.js,112541,36378,2502,466,1598824,36378,JavaScript,True,True,True,12,5899,2010-03-23T18:58:01Z,2026-05-18T08:26:46Z
Hack-with-Github/Awesome-Hacking,112415,10285,3943,32,1334,10285,,False,False,False,9,3700,2016-03-30T15:47:10Z,2026-05-07T16:44:36Z
microsoft/generative-ai-for-beginners,110990,59528,965,13,6594591,59528,Jupyter Notebook,False,True,True,14,1063,2023-06-19T16:28:59Z,2026-05-14T03:44:00Z
Shubhamsaboo/awesome-llm-apps,110911,16446,1136,8,206183,16446,Python,True,False,True,4,749,2024-04-29T05:30:25Z,2026-05-09T20:59:06Z
godotengine/godot,110853,25356,1511,18215,1803926,25356,C++,False,False,True,7,4516,2014-01-04T16:05:36Z,2026-05-15T20:49:42Z
ggml-org/llama.cpp,110715,18339,710,1663,401908,18339,C++,True,False,True,1,1164,2023-03-10T18:58:00Z,2026-05-18T08:22:20Z
axios/axios,109071,11700,1154,160,26736,11700,JavaScript,False,False,True,5,4290,2014-08-18T22:30:27Z,2026-05-17T16:59:33Z
microsoft/TypeScript,108895,13402,2152,5037,2960434,13402,TypeScript,True,False,True,4,4352,2014-06-17T15:28:39Z,2026-05-08T19:39:23Z
GrowingGit/GitHub-Chinese-Top-Charts,107995,13541,2632,191,123199,13541,Java,True,False,True,0,2447,2019-09-05T03:01:56Z,2024-10-12T06:51:36Z
tauri-apps/tauri,106763,3615,545,1421,103810,3615,Rust,False,False,True,7,2501,2019-07-13T09:09:37Z,2026-05-18T03:42:14Z
denoland/deno,106762,6063,1383,2254,217693,6063,Rust,True,False,True,4,2925,2018-05-15T01:34:26Z,2026-05-18T08:33:32Z
fatedier/frp,106619,15044,1566,45,31809,15044,Go,False,False,True,10,3800,2015-12-21T15:24:59Z,2026-05-12T03:13:50Z
papers-we-love/papers-we-love,106272,6353,3120,2,230845,6353,Shell,False,False,True,7,4536,2013-12-15T14:31:41Z,2026-05-17T12:22:19Z
2dust/v2rayN,105960,15042,894,6,47655,15042,C#,True,False,True,11,2484,2019-07-30T03:47:24Z,2026-05-17T11:16:03Z
goldbergyoni/nodebestpractices,105262,10736,1935,112,69535,10736,Dockerfile,False,False,True,18,3167,2017-09-15T08:33:19Z,2025-04-15T21:52:42Z
jaywcjlove/awesome-mac,104282,7771,1524,298,37728,7771,Swift,False,True,True,19,3591,2016-07-17T15:33:47Z,2026-05-17T10:50:07Z
google-gemini/gemini-cli,104212,13689,552,1823,97063,13689,TypeScript,False,True,True,7,395,2025-04-17T17:04:31Z,2026-05-17T23:28:44Z
deepseek-ai/DeepSeek-V3,103561,16748,760,209,1768,16748,Python,False,False,True,0,508,2024-12-26T09:52:40Z,2025-08-28T03:24:37Z
react/create-react-app,103385,27047,1879,2389,25186,27047,JavaScript,False,True,True,3,3591,2016-07-17T14:55:11Z,2025-02-15T01:32:11Z
microsoft/terminal,103209,9287,1357,1737,166693,9287,C++,True,False,True,11,3201,2017-08-11T18:38:22Z,2026-05-16T20:48:10Z
supabase/supabase,102599,12452,678,1018,2365329,12452,TypeScript,False,True,True,19,2410,2019-10-12T05:56:49Z,2026-05-18T09:03:32Z
github/spec-kit,101721,8932,569,420,8294,8932,Python,False,True,True,7,269,2025-08-21T22:54:31Z,2026-05-15T21:21:34Z
immich-app/immich,100920,5634,322,664,286393,5634,TypeScript,False,False,True,16,1564,2022-02-03T15:56:27Z,2026-05-18T08:11:45Z
Anduin2017/HowToCook,100156,10967,489,467,466268,10967,,False,True,True,5,2269,2020-02-29T10:43:49Z,2026-05-17T15:02:31Z
angular/angular,100111,27226,2951,1162,631402,27226,TypeScript,False,False,True,7,4259,2014-09-18T16:12:01Z,2026-05-15T22:01:34Z
pytorch/pytorch,99979,27808,1768,18533,1342343,27808,Python,True,False,True,8,3565,2016-08-13T05:26:41Z,2026-05-18T08:52:12Z
neovim/neovim,99724,6902,997,1932,383112,6902,Vim Script,True,False,True,7,4489,2014-01-31T13:39:22Z,2026-05-18T06:36:19Z
openai/whisper,99682,12205,730,122,4132,12205,Python,False,False,False,0,1339,2022-09-16T20:02:54Z,2026-04-15T16:32:15Z
msitarzewski/agency-agents,99479,16506,781,142,2588,16506,Shell,True,False,True,0,216,2025-10-13T12:12:29Z,2026-04-12T04:25:59Z
mtdvio/every-programmer-should-know,98946,8725,2027,24,226,8725,,True,False,True,5,3188,2017-08-24T13:18:26Z,2025-12-29T19:37:02Z
garrytan/gstack,98789,14709,604,526,99271,14709,TypeScript,True,False,True,0,67,2026-03-11T21:22:45Z,2026-05-18T03:30:11Z
mui/material-ui,98353,32638,1307,1535,741602,32638,JavaScript,False,False,True,5,4290,2014-08-18T19:11:54Z,2026-05-16T12:05:48Z
fastapi/fastapi,98294,9310,739,200,47060,9310,Python,False,False,True,20,2718,2018-12-08T08:21:47Z,2026-05-18T09:04:30Z
ant-design/ant-design,98059,54615,243,1372,263417,54615,TypeScript,True,True,True,7,4041,2015-04-24T15:37:24Z,2026-05-18T08:36:57Z
nvbn/thefuck,96995,3956,816,434,4043,3956,Python,True,False,True,2,4057,2015-04-08T15:08:04Z,2024-07-19T14:56:13Z
microsoft/Web-Dev-For-Beginners,95779,15495,2661,61,2204541,15495,JavaScript,True,True,True,8,2015,2020-11-10T02:44:00Z,2026-05-13T00:29:58Z
rasbt/LLMs-from-scratch,95058,14557,786,4,16047,14557,Jupyter Notebook,False,False,True,16,1029,2023-07-23T18:15:57Z,2026-05-17T19:23:21Z
tailwindlabs/tailwindcss,95046,5242,668,93,113407,5242,TypeScript,False,False,True,7,3145,2017-10-06T14:59:14Z,2026-05-16T13:40:31Z
browser-use/browser-use,94415,10658,434,228,31171,10658,Python,False,False,True,7,563,2024-10-31T16:00:56Z,2026-05-15T00:09:18Z
ryanmcdermott/clean-code-javascript,94348,12467,1725,123,520,12467,JavaScript,True,False,True,7,3460,2016-11-25T22:25:41Z,2024-07-29T07:24:37Z
puppeteer/puppeteer,94338,9421,1167,257,1423335,9421,TypeScript,False,True,True,9,3295,2017-05-09T22:16:13Z,2026-05-18T07:37:54Z
iluwatar/java-design-patterns,94007,27372,3690,229,47270,27372,Java,True,False,True,8,4299,2014-08-09T16:45:18Z,2026-05-08T14:26:45Z
florinpop17/app-ideas,93993,10435,1821,606,648,10435,,True,False,True,9,2638,2019-02-25T18:36:56Z,2025-10-11T14:51:21Z
nvm-sh/nvm,93413,10183,1063,380,4130,10183,Shell,False,False,True,13,5876,2010-04-15T17:47:47Z,2026-05-16T06:08:47Z
hacksider/Deep-Live-Cam,93100,13549,550,113,156125,13549,Python,True,False,True,18,966,2023-09-24T13:19:31Z,2026-05-17T20:15:01Z
deepseek-ai/DeepSeek-R1,92019,11733,601,40,1571,11733,,False,False,True,0,482,2025-01-20T11:57:28Z,2025-06-27T08:35:54Z
oven-sh/bun,91853,4586,596,6940,552650,4586,Rust,False,False,True,12,1860,2021-04-14T00:48:17Z,2026-05-18T08:55:13Z
ruanyf/weekly,91351,4093,3967,7834,7570,4093,,True,False,True,0,2773,2018-10-13T12:36:07Z,2026-05-15T00:42:27Z
mattpocock/skills,90323,7916,605,37,200,7916,Shell,False,False,True,0,103,2026-02-03T11:15:53Z,2026-05-13T13:05:22Z
PanJiaChen/vue-element-admin,90271,30497,2157,1386,15433,30497,Vue,True,True,True,19,3318,2017-04-17T03:35:49Z,2024-10-24T11:25:46Z
storybookjs/storybook,89929,10061,910,2213,1046696,10061,TypeScript,False,False,True,20,3713,2016-03-18T04:23:44Z,2026-05-18T07:35:20Z
bitcoin/bitcoin,89120,38975,4052,701,315645,38975,C++,False,False,True,5,5628,2010-12-19T15:16:43Z,2026-05-17T17:26:33Z
microsoft/playwright,88906,5718,574,175,235093,5718,TypeScript,False,False,True,15,2375,2019-11-15T18:32:42Z,2026-05-16T14:29:54Z
gin-gonic/gin,88522,8608,1353,687,10553,8608,Go,False,False,True,7,4353,2014-06-16T23:57:25Z,2026-05-09T02:20:34Z
mermaid-js/mermaid,88118,8985,646,1671,267373,8985,TypeScript,True,True,True,8,4215,2014-11-01T23:52:32Z,2026-05-18T05:29:22Z
gohugoio/hugo,88118,8265,1080,234,138821,8265,Go,False,False,True,7,4700,2013-07-04T15:26:26Z,2026-05-17T17:59:44Z
ChatGPTNextWeb/NextChat,88039,59716,470,824,20946,59716,TypeScript,False,False,True,19,1164,2023-03-10T18:27:54Z,2026-05-15T01:19:01Z
opencv/opencv,87523,56576,2609,2738,557590,56576,C++,True,False,True,5,5051,2012-07-19T09:40:17Z,2026-05-15T12:45:03Z
django/django,87500,33905,2228,430,279551,33905,Python,False,False,False,9,5133,2012-04-28T02:47:18Z,2026-05-15T07:45:37Z
home-assistant/core,87096,37509,1330,4125,827166,37509,Python,False,False,True,8,4626,2013-09-17T07:29:48Z,2026-05-18T09:00:06Z
punkpeye/awesome-mcp-servers,87067,10342,16,1496,23987,10342,,True,False,True,2,534,2024-11-30T04:49:10Z,2026-05-02T16:08:17Z
louislam/uptime-kuma,86930,7864,310,747,36823,7864,JavaScript,True,True,True,12,1780,2021-07-03T01:02:42Z,2026-05-18T00:21:32Z
3b1b/manim,86912,7290,933,493,76625,7290,Python,True,True,True,4,4074,2015-03-22T18:50:58Z,2026-04-18T13:59:18Z
sveltejs/svelte,86576,4913,862,1009,120626,4913,JavaScript,True,False,True,3,3465,2016-11-20T18:13:05Z,2026-05-16T12:08:45Z
microsoft/ML-For-Beginners,85847,20823,1061,7,2227898,20823,Jupyter Notebook,True,True,True,12,1902,2021-03-03T01:34:05Z,2026-05-08T23:43:14Z
modelcontextprotocol/servers,85839,10741,616,475,29047,10741,TypeScript,False,False,True,0,545,2024-11-19T01:10:17Z,2026-05-17T17:59:27Z
MunGell/awesome-for-beginners,85695,7872,1270,110,951,7872,,False,False,True,5,3858,2015-10-24T19:53:36Z,2026-04-20T17:42:26Z
astral-sh/uv,85094,3132,165,2725,159544,3132,Rust,False,True,True,4,958,2023-10-02T20:24:11Z,2026-05-18T05:16:55Z
laravel/laravel,84284,24725,4371,32,11002,24725,Blade,False,False,False,3,5458,2011-06-08T03:06:08Z,2026-05-14T18:31:57Z
syncthing/syncthing,84141,5191,1043,389,125433,5191,Go,True,False,True,4,4556,2013-11-26T09:48:21Z,2026-05-18T05:06:13Z
macrozheng/mall,83628,29701,2205,15,58736,29701,Java,True,False,True,16,2966,2018-04-04T01:11:44Z,2026-05-14T08:32:05Z
sherlock-project/sherlock,83452,9735,1302,271,18595,9735,Python,True,False,True,16,2701,2018-12-24T14:30:48Z,2026-05-18T06:32:13Z
realworld-apps/realworld,83447,7607,1504,35,35495,7607,TypeScript,False,True,True,0,3733,2016-02-26T20:49:53Z,2026-05-13T07:41:03Z
openai/codex,83442,12093,472,4503,442672,12093,Rust,False,False,True,0,400,2025-04-13T05:37:54Z,2026-05-18T09:06:03Z
zed-industries/zed,83135,8540,301,3060,449956,8540,Rust,False,False,True,4,1913,2021-02-20T03:01:06Z,2026-05-18T08:44:10Z
ByteByteGoHq/system-design-101,82703,9144,1034,61,46759,9144,,True,False,True,10,972,2023-09-18T20:52:03Z,2025-04-04T17:30:30Z
DopplerHQ/awesome-interview-questions,82609,9514,4,48,488,9514,,True,False,True,14,3824,2015-11-28T09:48:17Z,2024-07-29T14:21:23Z
animate-css/animate.css,82536,15994,2207,80,2002,15994,CSS,False,True,True,4,5332,2011-10-12T10:07:38Z,2024-07-29T19:34:21Z
bregman-arie/devops-exercises,82398,19402,1305,46,8007,19402,Python,True,True,True,19,2418,2019-10-03T17:31:21Z,2025-12-27T14:22:30Z
karpathy/autoresearch,81627,11864,631,181,530,11864,Python,True,False,True,0,72,2026-03-06T22:00:43Z,2026-03-26T00:07:37Z
tonsky/FiraCode,81623,3187,711,427,90581,3187,Clojure,True,False,True,3,4205,2014-11-11T19:32:38Z,2026-04-13T22:52:26Z
localsend/localsend,81470,4390,318,964,18065,4390,Dart,False,False,True,4,1249,2022-12-16T00:46:07Z,2026-04-30T10:06:01Z
Developer-Y/cs-video-courses,81396,11244,1995,4,957,11244,,True,False,False,18,3495,2016-10-21T17:02:11Z,2026-05-10T19:22:40Z
infiniflow/ragflow,80715,9229,332,3017,120764,9229,Python,False,False,True,10,888,2023-12-12T06:13:13Z,2026-05-18T08:57:42Z
fighting41love/funNLP,80713,15219,1627,45,174188,15219,Python,True,False,True,0,2826,2018-08-21T11:20:39Z,2024-05-10T07:38:24Z
vitejs/vite,80670,8191,498,731,69330,8191,TypeScript,False,False,True,5,2218,2020-04-21T05:03:57Z,2026-05-18T03:25:58Z
spring-projects/spring-boot,80662,41929,3298,496,215240,41929,Java,True,False,True,4,4958,2012-10-19T15:02:57Z,2026-05-14T14:09:20Z
VoltAgent/awesome-design-md,80591,9738,339,281,1808,9738,,False,False,True,9,47,2026-03-31T16:37:01Z,2026-05-17T11:36:04Z
vllm-project/vllm,80326,16904,549,4999,203072,16904,Python,False,False,True,20,1193,2023-02-09T11:23:20Z,2026-05-18T08:49:28Z
junegunn/fzf,80310,2804,393,317,8491,2804,Go,True,False,True,10,4589,2013-10-23T16:04:23Z,2026-05-17T14:54:59Z
nextlevelbuilder/ui-ux-pro-max-skill,79873,8218,383,153,3949,8218,Python,False,False,True,19,168,2025-11-30T11:36:31Z,2026-04-03T05:08:19Z
anuraghazra/github-readme-stats,79445,33386,302,282,7685,33386,JavaScript,False,False,True,5,2139,2020-07-09T10:34:22Z,2026-03-31T00:50:07Z
mlabonne/llm-course,79417,9227,749,78,7637,9227,,True,False,True,5,1065,2023-06-17T22:16:25Z,2026-02-05T13:09:26Z
hoppscotch/hoppscotch,79204,5879,501,729,97295,5879,TypeScript,True,False,True,18,2461,2019-08-21T13:15:24Z,2026-05-18T08:07:03Z
doocs/advanced-java,78968,19227,2549,0,34416,19227,Java,False,True,True,20,2780,2018-10-06T11:38:30Z,2026-05-03T00:58:42Z
Stirling-Tools/Stirling-PDF,78881,6905,233,403,277248,6905,TypeScript,True,False,True,13,1206,2023-01-27T18:22:42Z,2026-05-18T08:23:16Z
netdata/netdata,78841,6440,1336,316,270533,6440,C,False,False,True,20,4717,2013-06-17T18:39:10Z,2026-05-18T08:51:12Z
jesseduffield/lazygit,78071,2838,322,963,153476,2838,Go,True,False,True,3,2921,2018-05-19T00:53:06Z,2026-05-16T12:57:35Z
PaddlePaddle/PaddleOCR,78051,10447,539,207,1905420,10447,Python,False,True,True,13,2201,2020-05-08T10:38:16Z,2026-05-18T04:21:31Z
d2l-ai/d2l-zh,77889,12304,1110,129,316965,12304,Python,False,False,False,8,3190,2017-08-23T04:40:24Z,2024-07-30T09:32:19Z
swisskyrepo/PayloadsAllTheThings,77766,16970,1962,27,23283,16970,Python,False,True,False,17,3499,2016-10-18T07:29:07Z,2026-04-22T14:05:32Z
tensorflow/models,77663,45090,2643,1287,660061,45090,Python,True,False,True,0,3755,2016-02-05T01:15:20Z,2026-05-13T20:40:52Z
coder/code-server,77599,6678,737,160,54595,6678,TypeScript,False,False,True,7,2636,2019-02-27T16:50:41Z,2026-05-08T21:16:52Z
nomic-ai/gpt4all,77370,8329,697,759,44678,8329,C++,True,False,True,2,1147,2023-03-27T18:49:32Z,2025-05-27T20:05:19Z
lobehub/lobehub,77223,15201,290,814,747388,15201,TypeScript,False,True,True,12,1093,2023-05-21T07:19:12Z,2026-05-18T09:06:14Z
elastic/elasticsearch,76718,25894,2609,5724,1640476,25894,Java,False,False,True,3,5942,2010-02-08T13:20:56Z,2026-05-18T09:01:17Z
TauricResearch/TradingAgents,76706,14945,606,344,4843,14945,Python,True,True,True,5,506,2024-12-28T03:31:08Z,2026-05-17T07:54:07Z
ventoy/Ventoy,76685,4805,693,950,218541,4805,C,True,False,True,18,2259,2020-03-10T15:19:19Z,2026-05-07T03:18:40Z
